XZangleToObj,YZangleToObj,DistToObjhorizontalPan,forwardPan,xRotInput,yRotInput,sprintButtonDown,fireButtonDown
-67.72504,-17.62473,6.540777|0,1,-0.05,0,0,0
-69.36584,-20.93584,6.467662|0,0.9132161,0,0,0,0
-70.19991,-22.7897,6.433125|0,0.8300592,0,0,0,0
-70.19991,-17.48576,6.433125|0,0,0,0,0,0
-67.72504,-19.96134,6.540777|0,-0.171408,0,0,0,0
-67.11865,-18.37582,6.579309|0,-0.24477,0,-0.05,0,0
-67.12061,-16.53312,6.61881|0,-0.3225271,-0.2,-0.2,0,0
-67.12728,-15.52472,6.658303|0,-0.401355,-0.1,-0.2,0,0
-65.75935,-13.01156,6.738514|0,-0.497139,0,-0.05,0,0
-64.22689,-9.318779,6.823019|0,-0.5931721,0,0,0,0
-63.87509,-7.977818,6.867065|0,-0.694008,-0.1,-0.1,0,0
-64.95451,-10.53248,7.052251|0,-0.4611329,-0.35,-1,0,0
-65.62248,-11.17653,7.095141|0,-0.402228,-0.05,-0.35,0,0
-68.49086,13.18087,7.136975|0,-0.3334379,-0.1,-0.9,0,0
-79.81184,29.95144,7.212668|0,-0.208059,-0.35,-3.2,0,0
-95.90419,97.61272,7.097119|0.106122,-0.101937,-0.2,-4.35,0,0
-117.2421,146.586,6.897937|0.203982,-0.004076958,0,-5.3,0,0
-153.0291,157.9014,6.632788|0.395793,0,-0.35,-8.650001,0,0
-160.6048,157.8054,6.588065|0.454194,0,-0.2,-1.7,0,0
-169.6297,157.9731,6.555555|0.522159,0,-0.2,-2.05,0,0
171.3251,159.2167,6.484931|0.6502231,-0.128064,-0.05,-4.35,0,0
159.8461,158.7741,6.473484|0.726165,-0.204006,-0.1,-2.65,0,0
144.4756,155.8347,6.477332|0.819336,-0.297177,-0.2,-3.4,0,0
98.20323,-116.0421,6.544696|1,-0.521979,-0.25,-10.7,0,0
86.46016,-58.36029,6.622819|1,-0.592608,0,-2.8,0,0
78.42471,-30.46846,6.709004|1,-0.678978,0.05,-1.9,0,0
73.46996,-22.83962,6.887761|1,-0.796497,-0.05,-1.05,0,0
70.90009,-14.51575,7.06437|0.9006549,-0.8958421,0,-0.45,0,0
50.11769,4.39837,7.30911|0.698164,-1,-0.15,-4.85,0,0
37.84549,7.95389,7.499517|0.627505,-1,0,-2.95,0,0
22.10829,10.09964,7.597824|0.517636,-1,0,-3.9,0,0
10.53106,11.76986,7.797715|0.4244739,-1,-0.05,-2.9,0,0
0.03426402,11.71048,7.89655|0.347842,-1,0,-2.65,0,0
-13.2336,10.24016,8.091228|0.2373071,-1,0.05,-3.4,0,0
-18.55433,9.172197,8.409848|0.4617041,-1,-0.1,-1.75,0,0
-19.4539,8.773352,8.477391|0.5238972,-0.9378069,-0.05,-0.35,0,0
-19.50599,8.290553,8.535572|0.6049632,-0.8567409,0,-0.15,0,0
-18.331,8.328928,8.630626|0.7014372,-0.7602668,0,0,0,0
-17.09668,9.519958,8.702495|0.8105052,-0.6511989,0,0,0,0
-16.46049,10.10268,8.727821|0.9069281,-0.554776,0,0,0,0
-13.90986,11.65153,8.623056|0.6779409,0,0,0,0,0
-13.28334,12.20839,8.589152|0.6112299,0.06671101,0,0,0,0
-12.68425,12.48331,8.544649|0.547087,0.1308539,0,0,0,0
-11.62813,11.75871,8.419898|0.452719,0.2252219,0,0,0,0
-10.85408,10.44629,8.254661|0.3419409,0.336,0,0,0,0
-10.62512,10.0851,8.160224|0.247357,0.430584,0,0,0,0
-12.73275,4.354467,7.76665|0.008464038,0.6694769,0.85,-0.4,0,0
-13.09747,3.538727,7.669184|0,0.7270589,0.1,-0.05,0,0
-13.44505,3.149954,7.474614|0,0.8254289,0.2,0,0,0
-13.41121,3.19788,7.280338|0,0.9313769,0.25,0.1,0,0
-13.3963,2.803794,7.183152|0,1,0.15,0.05,0,0
-13.58375,2.877596,7.085961|0,1,0,0,0,0
-14.38787,4.844967,6.698026|0,0.769342,0,0,0,1
25.80077,6.106439,9.234628|0,0.7156569,0,0,0,0
26.35175,4.816742,9.055039|0,0.6156729,0,0,0,0
26.63551,4.165981,8.96557|0,0.5569359,0,0,0,0
27.52501,3.748887,8.876326|0,0.4473909,0,0.15,0,0
28.13396,2.868057,8.699515|0,0.3507009,0,0,0,0
28.13396,3.607226,8.699515|0,0,0,0,0,0
27.82642,2.338415,8.787797|0,-0.06255609,0,0,0,0
27.22955,1.740576,8.965096|0,-0.2021161,0,0,0,0
26.93992,2.001152,9.054101|0,-0.262977,0,0,0,0
25.17742,3.758173,9.232785|0,-0.363408,-0.1,-0.3,0,0
21.1159,7.776677,9.323355|0,-0.4609112,-0.8,-0.95,0,0
20.86422,11.68516,9.697457|0,-0.6681361,-0.55,0.15,0,0
20.65574,12.25879,9.790938|0,-0.718962,0,0,0,0
20.45122,12.57172,9.884547|0,-0.630531,0,0,0,0
20.05359,12.08106,10.07213|0,-0.5229029,0,0,0,0
19.67052,11.15842,10.26019|0,-0.4307009,0,0,0,0
19.48421,10.98012,10.35439|0,-0.317928,0,0,0,0
15.88421,12.49343,10.35439|0,0,-0.35,-0.9,0,0
13.23712,11.97768,10.25826|0,0.06474298,0.1,-0.7,0,0
12.96625,11.3259,10.16097|0,0.1266419,0.05,-0.1,0,0
11.22432,10.09571,9.966224|0,0.2410739,0.05,-0.5,0,0
6.252663,9.161415,9.77018|0,0.3322349,0.2,-1.3,0,0
-1.482794,8.330437,9.670808|0,0.4324259,0.3,-1.95,0,0
-11.14672,7.477507,9.271066|0,0.664395,0.45,-2.4,0,0
-11.26752,7.843376,9.173003|0,0.7247459,0,0,0,0
-11.517,8.807275,8.977007|0,0.820278,0,0,0,0
-11.64591,9.020381,8.879075|0,0.883149,0,0,0,0
-11.91238,8.268616,8.683353|0,1,0,0,0,0
-12.0502,7.59608,8.585567|0,1,0,0,0,0
-15.0343,4.356985,8.194953|0,1,0.35,-0.6,0,0
-15.40591,3.045169,8.002046|0,1,0,0,0,0
-15.5959,2.100496,7.809494|0,1,0.15,0.05,0,0
-14.59569,1.091995,7.713265|0,1,0.35,0.3,0,0
-13.57988,0.8793777,7.519976|0,1,0.3,0.35,0,0
-11.73846,0.2238118,7.228848|0,1,0.35,0.6,0,0
-11.2701,0.9924868,7.03325|0,1,0.1,0.2,0,0
-9.431673,0.4821389,6.93526|0,1,0.2,0.5,0,0
-8.510524,-1.078834,6.738155|0,1,0.15,0.3,0,0
-8.769925,-2.725414,6.540543|0,1,0,0,0,0
-8.905651,-3.190403,6.441785|0,1,0,0,0,1
-83.16249,-46.53887,6.414438|0,1,0,0,0,0
-84.94344,-51.72212,6.393727|0,1,0,0,0,0
-81.23782,-41.04877,6.385696|0,0.9036341,-0.05,1.15,0,0
-80.22047,-37.7317,6.358322|0,0.801244,-0.1,0.7,0,0
-82.00664,-42.91352,6.327443|0,0.705982,0,0,0,0
-82.00664,-42.88798,6.327443|0,0,0,0,0,0
-78.45328,-28.96113,6.395309|0,-0.191325,0,0,0,0
-77.57774,-25.78305,6.416061|0,-0.249984,0,0,0,0
-77.30807,-25.25469,6.4383|0,-0.350829,-0.05,-0.15,0,0
-80.18291,-34.84713,6.485149|0,-0.467151,-0.15,-1.15,0,0
-97.05035,-120.095,6.522205|0,-0.566241,-0.1,-4.65,0,0
-123.5764,157.1551,6.510695|0,-0.656547,0.35,-6.85,0,0
-162.141,164.4615,6.298532|0,-0.862884,1,-10.4,0,0
-162.4576,164.5464,6.203492|0,-0.9498121,0,-0.15,0,0
-162.1747,165.1425,6.108283|0,-0.999822,0,0,0,0
-161.5815,166.7146,5.91834|0,-1,0,0,0,0
-161.3644,167.0042,5.820916|0.09957004,-1,0,0,0,0
-161.1486,167.787,5.622239|0.200388,-0.899182,0,0,0,0
-167.4183,168.9045,5.231137|0.405447,-0.694123,-0.2,-1.35,0,0
-177.9118,167.2221,5.141736|0.4904641,-0.6091059,-0.2,-2.5,0,0
164.8169,164.2623,5.007185|0.5874991,-0.512071,-0.05,-3.9,0,0
145.9115,162.1747,4.980022|0.6816391,-0.417931,0.1,-4.45,0,0
130.0619,157.3719,5.019359|0.7623691,-0.3372009,0.05,-3.4,0,0
114.7322,147.1313,5.076791|0.8632472,-0.2363229,-0.2,-3.6,0,0
93.254,106.5901,5.34481|1,-0.04544204,-0.65,-5,0,0
81.33657,50.49611,5.544321|1,0,-0.3,-2.95,0,0
61.68963,-12.42793,5.643116|1,0,-0.4,-4.95,0,0
42.42418,-2.510454,5.819826|1,0,-0.2,-5.05,0,0
15.44551,2.909124,5.956475|1,0,-0.1,-7.1,0,0
-1.315666,6.434132,6.012791|1,0,-0.5,-4.65,0,0
-24.05494,15.45418,6.013391|1,0,-2.95,-6.4,0,0
-35.97836,22.02859,5.973358|1,0,-2.2,-3.2,0,0
-52.59391,26.60479,5.915208|1,0,-2.25,-4.35,0,0
-63.59707,24.41334,5.83615|1,0,-0.95,-2.9,0,0
-80.62331,0.6158028,5.56926|1,0,-0.6,-4.6,0,0
-82.65253,-4.863572,5.470706|1,0,0.1,-0.55,0,0
-69.67435,4.960292,5.074626|1,0,3.15,3.1,0,0
-65.27437,7.257095,4.981072|1,0,0.55,1,0,0
-53.27468,11.22056,4.800338|1,0,1,2.75,0,0
-44.39647,14.03573,4.641767|1,0,0.55,1.85,0,0
-34.37603,13.48277,4.504288|1,0,0.6,2.05,0,0
-19.70246,8.183598,4.342196|1,0,0.8,2.85,0,0
-14.24892,6.340102,4.309559|1,0,0.4,1.05,0,0
-8.439966,4.232395,4.264811|1,0,0.25,0.8,0,0
-4.212404,1.377998,4.231262|1,0,0.05,0.05,0,0
-2.857869,1.654221,4.225105|1,0,0,0,0,0
1.219007,4.720325,4.220819|0.806494,0,0,0,0,0
2.577166,5.252215,4.224126|0.7477359,0,0,0,0,0
3.932534,5.570774,4.229795|0.683794,0,0,0,0,0
6.628565,7.740198,4.24818|0.568321,0,0,0,0,1
48.07911,9.877687,6.635032|0.4811471,0,0,0,0,0
48.64996,9.578936,6.709726|0.3832659,0,0,0,0,0
47.88661,6.99538,7.098811|0.1577769,-0.225489,-0.05,0,0,0
47.08479,8.036828,7.185333|0.09248799,-0.2907779,-0.25,-0.1,0,0
53.18091,9.927196,7.392771|0,-0.428811,-1.55,1.95,0,0
52.56519,9.773523,7.453101|0,-0.4913519,0,0,0,0
51.95945,10.38095,7.514278|0,-0.5876969,0,0,0,0
50.7774,12.90341,7.63909|0,-0.684732,0,0,0,0
49.07625,15.30942,7.832154|0,-0.8971319,0,0,0,0
48.52788,16.31785,7.897994|0,-0.956256,0,0,0,0
47.45837,18.56014,8.031787|0,-1,0,0,0,0
46.93695,19.14419,8.099707|0,-1,0,0,0,0
43.72017,17.49664,8.23751|0,-1,0.3,-0.55,0,0
28.37502,14.57233,8.38314|0,-0.8805219,0.75,-3.6,0,0
24.23104,13.47324,8.648105|0,-0.693217,0.15,-0.8,0,0
23.16189,12.38889,8.739359|0,-0.633454,0.15,-0.2,0,0
18.6566,10.42938,8.923523|0,-0.5387829,0.4,-1,0,0
11.6533,9.368694,9.018293|0,-0.4358349,0.4,-1.7,0,0
5.801978,9.245394,9.214197|0,-0.3518919,0.35,-1.4,0,0
1.402071,8.881373,9.214197|0,0,0.3,-1.1,0,0
-0.3494264,8.152637,8.914387|0,0.187029,0.15,-0.45,0,0
-0.5549665,8.5338,8.814423|0,0.238203,0,-0.05,0,0
-1.367735,9.131207,8.614501|0,0.353682,0.1,-0.2,0,0
-4.383739,7.931993,8.514566|0,0.429846,0.35,-0.75,0,0
-8.08908,5.708392,8.31524|0,0.5427631,0.35,-0.9,0,0
-8.38724,5.003276,8.216286|0,0.6335941,0,-0.05,0,0
-9.215267,2.945768,7.820973|0,0.8471881,0.05,-0.1,0,0
-10.13411,2.005645,7.722323|0,0.9291421,0.05,-0.2,0,0
-11.20217,0.5322903,7.525616|0,1,0.1,-0.2,0,0
-12.50607,0.4788812,7.329622|0,1,0.1,-0.25,0,0
-12.8777,0.7860898,7.232076|0,1,0.05,-0.05,0,0
-13.2408,1.437766,7.03735|0,1,0,0,0,0
-14.03081,3.154984,6.648835|0,1,0,0,0,1
-28.40427,2.023811,6.181846|0,1,0,0,0,0
-28.85183,1.135566,6.094132|0,1,0,0,0,0
-29.31245,0.04423466,6.006802|0,0.904177,0,0,0,0
-30.27497,-1.555322,5.833363|0,0.7859139,0,0,0,0
-32.38117,-5.094815,5.491906|0,0.575083,0,0,0,0
-32.74911,-5.536721,5.407796|0,0.50332,-0.05,0.05,0,0
-32.53183,-5.326529,5.324043|0,0.4387209,-0.05,0.2,0,0
-31.93183,-1.588069,5.324043|0,0,-0.05,0.15,0,0
-30.62774,-2.7087,5.494644|0,-0.08369404,-0.05,0.05,0,0
-29.30425,-1.372163,5.580852|0,-0.168678,-0.05,0.2,0,0
-27.30425,0.1384764,5.580852|0,0,-0.2,0.5,0,0
-27.10425,0.1582588,5.580852|0,0,0,0.05,0,0
-27.10425,0.1582588,5.580852|0,0,0,0,0,0
-27.10425,0.1582588,5.580852|0,0,0,0,0,0
-26.70425,0.1978235,5.580852|0,0,0,0.1,0,0
-26.30425,0.4370072,5.580852|0,0,-0.05,0.1,0,0
-25.70425,0.6932335,5.580852|0,0,-0.05,0.15,0,0
-21.70424,1.025457,5.580852|0,0,0,1,0,0
-18.70424,1.028886,5.580852|0,0,0.05,0.75,0,0
-18.50425,1.041362,5.580852|0,0,0,0.05,0,0
-18.50425,1.041362,5.580852|0,0,0,0,0,0
-14.70424,0.2454926,5.580852|0,0,0.25,0.95,0,0
-14.10425,0.07401875,5.580852|0,0,0.05,0.15,0,0
-14.10425,0.07401875,5.580852|0,0,0,0,0,0
-14.10425,0.07401875,5.580852|0,0,0,0,0,0
-13.90425,-0.1170339,5.580852|0,0,0.05,0.05,0,0
-13.50424,-0.301316,5.580852|0,0,0.05,0.1,0,0
-10.30425,-1.183164,5.580852|0,0,0.25,0.8,0,0
-10.10423,-1.176363,5.580852|0,0,0,0.05,0,1
76.93546,-19.50966,8.136681|0,0,0,0,0,0
76.93546,-19.50966,8.136681|0,0,0,0,0,0
76.93546,-19.50966,8.136681|0,0,0,0,0,0
76.93546,-19.50966,8.136681|0,0,0,0,0,0
77.33546,-20.04945,8.136681|0,0,-0.05,0.1,0,0
77.33546,-20.04945,8.136681|0,0,0,0,0,0
77.33546,-20.04945,8.136681|0,0,0,0,0,0
77.33546,-20.04945,8.136681|0,0,0,0,0,0
75.96848,-17.44537,8.182838|0,-0.1218029,0,0,0,0
73.284,-8.149723,8.288873|0,-0.3197669,0,0,0,0
72.62405,-7.868786,8.318174|0,-0.3913559,0,0,0,0
71.96881,-8.524175,8.348574|0,-0.4525799,0,0,0,0
70.03259,-10.04583,8.446218|0,-0.6442739,0,0,0,0
69.39736,-9.7884,8.480874|0,-0.7015289,0,0,0,0
68.14275,-10.82409,8.553275|0,-0.7933499,0,0,0,0
66.30254,-10.42715,8.669481|0,-0.968106,0,0,0,0
65.69997,-9.102779,8.710139|0,-0.897681,0,0,0,0
65.10308,-7.561018,8.751751|0,-0.8361091,0,0,0,0
67.91191,-9.08811,8.794304|0,-0.7383331,0.2,0.85,0,0
71.51453,-11.5428,8.87142|0,-0.6423211,0.15,1.2,0,0
71.49796,-9.040115,8.936825|0,-0.532929,0.1,0.3,0,0
69.69324,-5.792985,9.036474|0,-0.3197551,0,0,0,0
69.9128,-8.112684,9.107792|0,-0.2360491,-0.1,0.35,0,0
83.86989,-35.1885,8.994354|-0.1392061,-0.09684294,-0.9,3.75,0,0
102.136,-136.0122,8.896594|-0.2140621,-0.02198696,-0.7,4.6,0,0
123.613,-148.9568,8.701233|-0.302526,0,-0.6,5.3,0,0
141.1812,-150.2379,8.618159|-0.4016581,0,-0.5,4.3,0,0
179.0677,-151.269,8.313978|-0.6467521,0,-0.6,8.8,0,0
-168.6427,151.1888,8.312953|-0.730071,0,-0.05,2.9,0,0
-157.9684,151.1615,8.333214|-0.797457,0,0.05,2.5,0,0
-146.9048,152.292,8.410254|-0.904563,0,0.15,2.45,0,0
-136.3777,153.6122,8.521068|-1,0,0.3,2.35,0,0
-110.0917,146.209,8.801696|-0.7682709,0,1,6.1,0,0
-101.4704,135.1989,8.895644|-0.683674,0,0.25,2.1,0,0
-92.41967,96.57836,9.091673|-0.5922971,0,0.3,2.2,0,0
-86.79334,56.51281,9.191553|-0.513286,0,0.3,1.4,0,0
-81.22785,32.9412,9.291367|-0.4163231,0,0.45,1.4,0,0
-72.81207,17.2972,9.489017|-0.317347,0,0.6,2.15,0,0
-60.49833,8.575835,9.871754|-0.07392693,0,1.15,3.25,0,0
-60.18172,8.29188,9.958886|-0.02112406,0,0.05,0.15,0,0
-59.58172,8.565592,9.958886|0,0,0.05,0.15,0,0
-57.58172,8.339602,9.958886|0,0,0.1,0.5,0,0
-50.38172,6.631553,9.958886|0,0,0,1.8,0,0
-38.98172,4.795874,9.958886|0,0,-0.05,2.85,0,0
-14.38174,1.709949,9.958886|0,0,-0.4,6.15,0,0
-2.181757,1.524954,9.958886|0,0,0,3.05,0,0
8.218287,1.182502,9.958886|0,0,-0.1,2.6,0,0
14.01827,-0.1008706,9.958886|0,0,-0.3,1.45,0,0
15.61828,0.2525642,9.958886|0,0,-0.1,0.4,0,0
15.61828,0.2525642,9.958886|0,0,0,0,0,0
15.61828,0.2525642,9.958886|0,0,0,0,0,0
15.61828,0.2525642,9.958886|0,0,0,0,0,0
15.61828,0.2525642,9.958886|0,0,0,0,0,0
13.1747,1.417341,9.862641|0,0.108981,-0.15,-0.65,0,0
8.644906,-3.407088,9.668066|0,0.193719,-0.25,-1.2,0,0
0.5348573,-4.063944,9.569242|0,0.2950441,-0.1,-2.05,0,0
-6.441655,-2.398004,9.169381|0,0.5157241,-0.05,-1.75,0,0
-6.512557,-2.082623,9.070051|0,0.590454,0,0,0,0
-6.584992,-1.863932,8.970736|0,0.6507899,0,0,0,0
-7.734237,-0.717643,8.772158|0,0.7517011,0,-0.25,0,0
-7.914131,0.1802258,8.574088|0,0.842256,0,0,0,0
-8.007267,0.1480375,8.475088|0,0.9391471,0,0,0,0
-8.402609,-1.247881,8.079334|0,1,0,0,0,0
-8.507546,-1.319083,7.980461|0,1,0,0,0,0
-8.615137,-1.719081,7.881618|0,1,0,0,0,0
-8.838624,-2.79176,7.684018|0,1,0,0,0,0
-9.196696,-2.136525,7.387883|0,1,0,0,0,0
-9.584229,-0.2229358,7.092052|0,1,0,0,0,0
-9.584229,-0.2229358,7.092052|0,1,0,0,0,0
-9.86113,0.7335538,6.89503|0,1,0,0,0,0
-9.954278,2.250902,6.698185|0,1,0,0.05,0,0
-8.104403,3.033252,6.599772|0,1,0.1,0.5,0,0
-6.556939,2.83483,6.401956|0,1,0.05,0.45,0,0
-6.460804,2.307832,6.302685|0,1,0,0.05,0,0
-6.897821,1.155213,5.90568|0,1,0,0,0,0
-7.016407,0.4909863,5.806492|0,1,0,0,0,0
-7.266201,-0.3835945,5.608205|0,1,0,0,0,0
-7.39786,0,5.509108|0,1,0,0,0,0
-7.534369,0.8650193,5.410043|0,1,0,0,0,0
-7.822954,2.901443,5.212022|0,1,0,0,0,1
-84.44619,50.28557,6.220861|0,1,0,0,0,0
-86.28595,54.80394,6.204712|0,1,0,0,0,0
-87.20895,57.54903,6.199042|0,0.9114281,0,0,0,0
-88.85883,66.55045,6.192533|0,0.8186891,-0.05,0.05,0,0
-81.91077,29.38721,6.191782|0,0.698092,-3,2.2,0,0
-83.75207,37.07346,6.166838|0,0.6017921,0,0,0,0
-86.53729,63.09301,6.141457|0,0.420883,0,0,0,0
-87.47001,74.36156,6.136233|0,0.350158,0,0,0,0
-88.40408,80.12085,6.132636|0,0.2538821,0,0,0,0
-89.33899,80.82058,6.130668|0,0.1924391,0,0,0,0
-91.20938,79.80283,6.131624|0,0.09471101,0,0,0,0
-93.07719,85.89875,6.1391|0,0.0002800822,0,0,0,0
-93.07719,86.26884,6.1391|0,0,0,0,0,0
-93.07719,87.06884,6.1391|0,0,0.2,0,0,0
-79.4772,-27.36765,6.1391|0,0,1.2,3.4,0,0
-67.4772,-7.057524,6.1391|0,0,-0.45,3,0,0
-63.07719,-3.391017,6.1391|0,0,-0.1,1.1,0,0
-48.0772,0.5591815,6.1391|0,0,0.55,3.75,0,0
-39.8772,1.302962,6.1391|0,0,0.25,2.05,0,0
-30.6772,2.182923,6.1391|0,0,0.1,2.3,0,0
-20.07719,2.482385,6.1391|0,0,0.15,2.65,0,0
-9.87721,2.137807,6.1391|0,0,0.2,2.55,0,0
-5.277226,1.835577,6.1391|0,0,0.1,1.15,0,0
6.522816,0.2065338,6.1391|0,0,0.4,2.95,0,0
7.322818,0,6.1391|0,0,0.05,0.2,0,0
7.322818,0,6.1391|0,0,0,0,0,0
7.322818,0,6.1391|0,0,0,0,0,0
7.322818,0,6.1391|0,0,0,0,0,0
7.322818,0,6.1391|0,0,0,0,0,0
7.322818,0,6.1391|0,0,0,0,0,0
7.568827,-2.217526,5.940929|0,0.115728,0,0,0,0
5.631864,-4.402287,5.742886|0,0.2134289,0.15,-0.55,0,0
4.531553,-4.55982,5.643459|0,0.308922,0.05,-0.3,0,0
4.613333,-4.040505,5.543861|0,0.3735389,0,0,0,0
2.771917,-3.076699,5.145627|0,0.1496458,0.2,-0.55,0,0
2.826809,-2.457184,5.045848|0,0.08967894,0,0,0,0
2.684017,-1.575574,4.946079|0,0.02703881,0,-0.05,0,0
2.483962,-3.807555,4.946079|0,0,0,-0.05,0,1
-16.33447,-0.4885893,7.205726|0,0,0,-0.05,0,0
-16.33447,-0.4885893,7.205726|0,0,0,0,0,0
-16.33447,-0.4885893,7.205726|0,0,0,0,0,0
-16.33447,-0.4885893,7.205726|0,0,0,0,0,0
-16.33447,-0.4885893,7.205726|0,0,0,0,0,0
-16.33447,-0.4885893,7.205726|0,0,0,0,0,0
-16.33447,-0.4885893,7.205726|0,0,0,0,0,0
-16.33447,-0.4885893,7.205726|0,0,0,0,0,0
-16.33447,-0.4885893,7.205726|0,0,0,0,0,0
-16.33447,-0.4885893,7.205726|0,0,0,0,0,0
-16.33447,-0.4885893,7.205726|0,0,0,0,0,0
-16.33447,-0.4885893,7.205726|0,0,0,0,0,0
-15.13447,-0.8339216,7.205726|0,0,0.1,0.3,0,0
-15.1613,1.478697,7.012958|0,0.105951,0.05,0.1,0,0
-15.03028,-0.08622923,6.72402|0,0.292344,-0.1,0.2,0,0
-14.65458,-0.9402443,6.62755|0,0.344025,0,0.15,0,0
-13.67667,-1.416651,6.530912|0,0.4431149,0,0.3,0,0
-13.70452,-2.626294,6.336883|0,0.539349,0,0.1,0,0
-13.74681,-4.660856,6.142891|0,0.646836,0,0.1,0,0
-13.97215,-5.278526,6.045872|0,0.7432589,0,0,0,0
-12.55088,-3.226829,5.658832|0,0.9534629,0,0.6,0,0
-11.37494,-2.916785,5.561346|0,1,0,0.35,0,0
-10.38198,-2.595556,5.463431|0,1,-0.05,0.3,0,0
-8.774404,-0.6265134,5.267009|0,1,-0.1,0.5,0,0
-8.319587,0.7257769,5.069637|0,0.8742879,-0.05,0.2,0,1
-43.08849,-6.667357,3.571976|0,0.7947339,0,0,0,0
-47.66164,-16.34994,3.291878|0,0.5806629,0,0.05,0,0
-48.57813,-17.61443,3.225542|0,0.4999209,-0.05,0.1,0,0
-50.76125,-23.88575,3.097207|0,0.3791469,0,0.15,0,0
-53.75478,-30.00821,2.975095|0,0.2791,0,0,0,0
-55.34389,-31.13745,2.917266|0,0.195061,0,0,0,0
-55.34389,-24.06126,2.917266|0,0,0,0,0,0
-53.94389,-23.24977,2.917266|0,0,0,0.35,0,0
-50.34389,-21.38401,2.917266|0,0,0,0.9,0,0
-43.5439,-17.97937,2.917266|0,0,-0.15,1.7,0,0
-34.39847,-16.14417,2.776193|0,0.110007,-0.55,3,0,0
-29.80422,-12.4431,2.694565|0,0.1906831,-0.25,1.45,0,0
-19.00422,-7.764983,2.694565|0,0,-0.5,2.7,0,0
-15.8042,-7.021047,2.694565|0,0,-0.1,0.8,0,0
-15.00422,-6.946164,2.694565|0,0,0,0.2,0,0
-13.57349,-4.623045,2.887553|0,-0.0983609,0,0.1,0,0
-11.72161,-2.201404,2.984553|0,-0.186492,0,0.35,0,0
-9.187611,2.559332,3.180095|0,-0.278892,0,0.45,0,0
-7.996252,2.553973,3.475867|0,-0.495813,0,0.1,0,0
-5.561443,-0.3538778,3.673617|0,-0.586482,0.1,0.5,0,0
-2.274086,-1.163148,3.872354|0,-0.6858419,0.1,0.75,0,0
0.5828267,-2.692028,3.972105|0,-0.7703519,0.15,0.7,0,0
3.355088,-5.880766,4.171776|0,-0.8938499,0.2,0.7,0,0
4.329748,-3.747477,4.470871|0,-1,0,0.3,0,1
14.72529,3.340468,6.717549|0,-1,0,0,0,0
14.51145,3.911564,6.814256|0,-1,0,0,0,0
14.30148,5.117913,7.007947|0,-0.8937851,0,0.05,0,0
14.10218,6.100176,7.10484|0,-0.8096442,0,0,0,0
13.71946,7.388438,7.298876|0,-0.697999,0,0,0,0
13.18212,5.976551,7.590511|0,-0.498571,0,0,0,0
12.84632,5.076901,7.785287|0,-0.403741,0,0,0,0
12.68464,4.961358,7.882774|0,-0.3078311,0,0,0,0
12.37304,3.731034,8.077931|0,-0.220498,0,0,0,0
12.07612,2.884798,8.273319|0,-0.09610915,0,0,0,0
7.876117,4.76078,8.273319|0,0,0.15,-1.05,0,0
5.876132,4.197127,8.273319|0,0,0.15,-0.5,0,0
3.47615,3.828634,8.273319|0,0,0.1,-0.6,0,0
2.476069,3.437922,8.273319|0,0,0.1,-0.25,0,0
0.3363003,1.117851,8.07359|0,0.116484,0.15,-0.55,0,0
-1.853825,1.982483,7.873676|0,0.2053649,0.1,-0.55,0,0
-2.727424,2.677007,7.573973|0,0.4013339,0.05,-0.2,0,0
-2.763926,3.381478,7.474134|0,0.4736461,0,0,0,0
-2.801419,4.003403,7.3743|0,0.547785,0,0,0,0
-2.8795,4.017076,7.174645|0,0.644052,0,0,0,0
-2.962071,2.356508,6.975011|0,0.755361,0,0,0,0
-3.005112,1.473261,6.875201|0,0.8507701,0,0,0,0
-3.190832,-1.44442,6.476023|0,1,0,0,0,0
-3.240874,-2.522433,6.376245|0,1,0,0,0,0
-3.292534,-3.190341,6.276473|0,1,0,0,0,0
-3.400818,-2.499124,6.076953|0,1,0,0,0,1
-21.73099,-3.724626,4.930799|0,1,0,0,0,0
-22.16994,-3.374522,4.838151|0,1,0,0,0,0
-24.10732,-0.1938267,4.470725|0,0.788503,0,0,0,0
-24.64241,0.2365626,4.379761|0,0.7242399,0,0,0,0
-25.78204,-1.823919,4.199065|0,0.5967368,0,0,0,0
-26.38944,-3.75786,4.109388|0,0.5101539,0,0,0,0
-27.68726,-6.890282,3.931528|0,0.4005368,0,0,0,0
-27.68726,-6.904671,3.931528|0,0,0,0,0,0
-25.20018,-10.28243,4.289199|0,-0.212388,0,0,0,0
-24.64241,-10.56859,4.379761|0,-0.296388,0,0,0,0
-24.10732,-9.662147,4.470725|0,-0.3725969,0,0,0,0
-23.1003,-5.976026,4.653766|0,-0.4837439,0,0,0,0
-21.16993,-3.48779,4.838151|0,-0.5945399,0.05,0.25,0,0
-14.54549,-1.824026,5.024969|0,-0.4866178,0.15,1.45,0,0
-6.332552,1.65209,5.3156|0,-0.2925779,0,1.85,0,0
-6.215774,1.508828,5.414909|0,-0.2323979,0,0,0,0
-6.103131,0.7878303,5.514244|0,-0.1557117,0,0,0,0
-5.889726,-0.971967,5.712984|0,-0.07423478,0,0,0,0
-5.889726,-1.406948,5.712984|0,0,0,0,0,0
-5.889726,-1.406948,5.712984|0,0,0,0,0,0
-6.332552,-4.771919,5.3156|0,0.2501909,0,0,0,0
